TIPO_VIA;NOMBRE_VIA;NUMERO;RESTO;texto;entidades
CALLE;DE AMADO NERVO;nr10,;1ºD;CALLE DE AMADO NERVO nr10, 1ºD;('CALLE DE AMADO NERVO nr10, 1ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE SAJONIA;28;8-A;CALLE DE SAJONIA 28 8-A;('CALLE DE SAJONIA 28 8-A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 19, 'NUMERO'), (20, 23, 'RESTO')]})
AVENIDA;DE LOS ARQUEROS;12;5 B;AVENIDA DE LOS ARQUEROS 12 5 B;('AVENIDA DE LOS ARQUEROS 12 5 B', {'entities': [(0, 7, 'TIPO_VIA'), (8, 23, 'NOMBRE_VIA'), (24, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE JOSE FELIU Y CODINA;n*18;9CTRO;CALLE DE JOSE FELIU Y CODINA n*18 9CTRO;('CALLE DE JOSE FELIU Y CODINA n*18 9CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 28, 'NOMBRE_VIA'), (29, 33, 'NUMERO'), (34, 39, 'RESTO')]})
CALLE;DE EUGENIA DE MONTIJO;n50;7B;CALLE DE EUGENIA DE MONTIJO n50 7B;('CALLE DE EUGENIA DE MONTIJO n50 7B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 34, 'RESTO')]})
CALLE;DE ZAHARA DE LOS ATUNES;41;5*IZDA;CALLE DE ZAHARA DE LOS ATUNES 41 5*IZDA;('CALLE DE ZAHARA DE LOS ATUNES 41 5*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 29, 'NOMBRE_VIA'), (30, 32, 'NUMERO'), (33, 39, 'RESTO')]})
CALLE;DE JOSE DEL PINO JIMENEZ;nº20;8*DCHA;CALLE DE JOSE DEL PINO JIMENEZ nº20 8*DCHA;('CALLE DE JOSE DEL PINO JIMENEZ nº20 8*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 42, 'RESTO')]})
CALLE;DE SAN MARTIN;n2;8-D;CALLE DE SAN MARTIN n2 8-D;('CALLE DE SAN MARTIN n2 8-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 22, 'NUMERO'), (23, 26, 'RESTO')]})
CALLE;DEL POETA BLAS DE OTERO;41;9 IZDA;CALLE DEL POETA BLAS DE OTERO 41 9 IZDA;('CALLE DEL POETA BLAS DE OTERO 41 9 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 29, 'NOMBRE_VIA'), (30, 32, 'NUMERO'), (33, 39, 'RESTO')]})
CALLE;DEL CONDE DE XIQUENA;nº18,;3CTRO;CALLE DEL CONDE DE XIQUENA nº18, 3CTRO;('CALLE DEL CONDE DE XIQUENA nº18, 3CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 32, 'NUMERO'), (33, 38, 'RESTO')]})
CALLE;DE GERARDO RUEDA;nº28;7B;CALLE DE GERARDO RUEDA nº28 7B;('CALLE DE GERARDO RUEDA nº28 7B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 30, 'RESTO')]})
CALLE;DE LA MAESTRA FELISA LOZANO;n46;6-D;CALLE DE LA MAESTRA FELISA LOZANO n46 6-D;('CALLE DE LA MAESTRA FELISA LOZANO n46 6-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 33, 'NOMBRE_VIA'), (34, 37, 'NUMERO'), (38, 41, 'RESTO')]})
CALLE;DEL ALTO DEL RETIRO;nº36,;3ºA;CALLE DEL ALTO DEL RETIRO nº36, 3ºA;('CALLE DEL ALTO DEL RETIRO nº36, 3ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 31, 'NUMERO'), (32, 35, 'RESTO')]})
PASEO;DE LOS OLMOS;n2;9*B;PASEO DE LOS OLMOS n2 9*B;('PASEO DE LOS OLMOS n2 9*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DE FRANCISCO BALSEIRO;nº15,;1A;CALLE DE FRANCISCO BALSEIRO nº15, 1A;('CALLE DE FRANCISCO BALSEIRO nº15, 1A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 33, 'NUMERO'), (34, 36, 'RESTO')]})
CALLE;DE COSTA RICA;n*46;9*D;CALLE DE COSTA RICA n*46 9*D;('CALLE DE COSTA RICA n*46 9*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE RAMON SAINZ;35;3ºIZDA;CALLE DE RAMON SAINZ 35 3ºIZDA;('CALLE DE RAMON SAINZ 35 3ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 23, 'NUMERO'), (24, 30, 'RESTO')]})
GLORIETA;DE MARIA PIGNATELLI;n31;3-D;GLORIETA DE MARIA PIGNATELLI n31 3-D;('GLORIETA DE MARIA PIGNATELLI n31 3-D', {'entities': [(0, 8, 'TIPO_VIA'), (9, 28, 'NOMBRE_VIA'), (29, 32, 'NUMERO'), (33, 36, 'RESTO')]})
CALLE;DEL CANGREJO;nr15,;6A;CALLE DEL CANGREJO nr15, 6A;('CALLE DEL CANGREJO nr15, 6A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 24, 'NUMERO'), (25, 27, 'RESTO')]})
CALLE;DEL DOCTOR PIGA;nr27;9*C;CALLE DEL DOCTOR PIGA nr27 9*C;('CALLE DEL DOCTOR PIGA nr27 9*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE LA ESTRELLA DENEBOLA;26,;3ºCTRO;CALLE DE LA ESTRELLA DENEBOLA 26, 3ºCTRO;('CALLE DE LA ESTRELLA DENEBOLA 26, 3ºCTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 29, 'NOMBRE_VIA'), (30, 33, 'NUMERO'), (34, 40, 'RESTO')]})
CALLE;DE MOGUER;30;1B;CALLE DE MOGUER 30 1B;('CALLE DE MOGUER 30 1B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 18, 'NUMERO'), (19, 21, 'RESTO')]})
PASAJE;DE DORE;24;9 DCHA;PASAJE DE DORE 24 9 DCHA;('PASAJE DE DORE 24 9 DCHA', {'entities': [(0, 6, 'TIPO_VIA'), (7, 14, 'NOMBRE_VIA'), (15, 17, 'NUMERO'), (18, 24, 'RESTO')]})
CALLE;DEL CAPITAN BLANCO ARGIBAY;8;5 CTRO;CALLE DEL CAPITAN BLANCO ARGIBAY 8 5 CTRO;('CALLE DEL CAPITAN BLANCO ARGIBAY 8 5 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 34, 'NUMERO'), (35, 41, 'RESTO')]})
CALLE;DE LORETO Y CHICOTE;nr50;9*A;CALLE DE LORETO Y CHICOTE nr50 9*A;('CALLE DE LORETO Y CHICOTE nr50 9*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 30, 'NUMERO'), (31, 34, 'RESTO')]})
CALLE;DE RODAS;n31;8-B;CALLE DE RODAS n31 8-B;('CALLE DE RODAS n31 8-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 18, 'NUMERO'), (19, 22, 'RESTO')]})
CALLE;DE O'DONNELL;24;10-IZDA;CALLE DE O'DONNELL 24 10-IZDA;"(""CALLE DE O'DONNELL 24 10-IZDA"", {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 29, 'RESTO')]})"
CALLE;DE MONCADA;n*25;4 IZDA;CALLE DE MONCADA n*25 4 IZDA;('CALLE DE MONCADA n*25 4 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DE SALVADOR ALONSO;nr35;2*A;CALLE DE SALVADOR ALONSO nr35 2*A;('CALLE DE SALVADOR ALONSO nr35 2*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 33, 'RESTO')]})
CALLE;DEL PINTOR IGNACIO DE ZULOAGA;13;9 B;CALLE DEL PINTOR IGNACIO DE ZULOAGA 13 9 B;('CALLE DEL PINTOR IGNACIO DE ZULOAGA 13 9 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 35, 'NOMBRE_VIA'), (36, 38, 'NUMERO'), (39, 42, 'RESTO')]})
CALLE;DE CASTELFLORITE;29;8ºIZDA;CALLE DE CASTELFLORITE 29 8ºIZDA;('CALLE DE CASTELFLORITE 29 8ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 25, 'NUMERO'), (26, 32, 'RESTO')]})
CALLE;DE GUISANDO;n29;7*DCHA;CALLE DE GUISANDO n29 7*DCHA;('CALLE DE GUISANDO n29 7*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DE LAS AZUCENAS;12,;6ºIZDA;CALLE DE LAS AZUCENAS 12, 6ºIZDA;('CALLE DE LAS AZUCENAS 12, 6ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 25, 'NUMERO'), (26, 32, 'RESTO')]})
CALLE;DE CONCHITA MONTES;nr27;9-C;CALLE DE CONCHITA MONTES nr27 9-C;('CALLE DE CONCHITA MONTES nr27 9-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 33, 'RESTO')]})
PLAZA;DE JUAN ANTONIO SUANZES;n*17;7IZDA;PLAZA DE JUAN ANTONIO SUANZES n*17 7IZDA;('PLAZA DE JUAN ANTONIO SUANZES n*17 7IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 29, 'NOMBRE_VIA'), (30, 34, 'NUMERO'), (35, 40, 'RESTO')]})
CALLE;DE LOS HORNILLOS;nr37;9ºA;CALLE DE LOS HORNILLOS nr37 9ºA;('CALLE DE LOS HORNILLOS nr37 9ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 31, 'RESTO')]})
PLAZA;DE FLORENCIO SANCHEZ ROPERO;nr23;6 DCHA;PLAZA DE FLORENCIO SANCHEZ ROPERO nr23 6 DCHA;('PLAZA DE FLORENCIO SANCHEZ ROPERO nr23 6 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 33, 'NOMBRE_VIA'), (34, 38, 'NUMERO'), (39, 45, 'RESTO')]})
CALLE;DEL RIO JACUI;n45;8ºDCHA;CALLE DEL RIO JACUI n45 8ºDCHA;('CALLE DEL RIO JACUI n45 8ºDCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DE LA GENISTA;nº1;5*B;CALLE DE LA GENISTA nº1 5*B;('CALLE DE LA GENISTA nº1 5*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 27, 'RESTO')]})
CALLE;DE PALENCIA;14;4ºDCHA;CALLE DE PALENCIA 14 4ºDCHA;('CALLE DE PALENCIA 14 4ºDCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 20, 'NUMERO'), (21, 27, 'RESTO')]})
CALLE;DEL ELFO;n36,;6*D;CALLE DEL ELFO n36, 6*D;('CALLE DEL ELFO n36, 6*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 19, 'NUMERO'), (20, 23, 'RESTO')]})
PASAJE;DE LA POVEDA;n*3;5 A;PASAJE DE LA POVEDA n*3 5 A;('PASAJE DE LA POVEDA n*3 5 A', {'entities': [(0, 6, 'TIPO_VIA'), (7, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 27, 'RESTO')]})
PLAZA;DE JUAN ROF CARBALLO;n23;3CTRO;PLAZA DE JUAN ROF CARBALLO n23 3CTRO;('PLAZA DE JUAN ROF CARBALLO n23 3CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 30, 'NUMERO'), (31, 36, 'RESTO')]})
CALLE;DEL ZAFIRO;28;6IZDA;CALLE DEL ZAFIRO 28 6IZDA;('CALLE DEL ZAFIRO 28 6IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 19, 'NUMERO'), (20, 25, 'RESTO')]})
CALLE;DE SAN BASILIO;nº4;6-D;CALLE DE SAN BASILIO nº4 6-D;('CALLE DE SAN BASILIO nº4 6-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 24, 'NUMERO'), (25, 28, 'RESTO')]})
PASADIZO;DE SAN GINES;4;7-C;PASADIZO DE SAN GINES 4 7-C;('PASADIZO DE SAN GINES 4 7-C', {'entities': [(0, 8, 'TIPO_VIA'), (9, 21, 'NOMBRE_VIA'), (22, 23, 'NUMERO'), (24, 27, 'RESTO')]})
CALLE;DE SABRINA;40;1*B;CALLE DE SABRINA 40 1*B;('CALLE DE SABRINA 40 1*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 19, 'NUMERO'), (20, 23, 'RESTO')]})
CALLE;DE VELEZ MALAGA;nº38;6*DCHA;CALLE DE VELEZ MALAGA nº38 6*DCHA;('CALLE DE VELEZ MALAGA nº38 6*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 33, 'RESTO')]})
AVENIDA;DEL MONTECARMELO;nr11;7C;AVENIDA DEL MONTECARMELO nr11 7C;('AVENIDA DEL MONTECARMELO nr11 7C', {'entities': [(0, 7, 'TIPO_VIA'), (8, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 32, 'RESTO')]})
CAMINO;DE VALDEPAJARES;nº46,;9DCHA;CAMINO DE VALDEPAJARES nº46, 9DCHA;('CAMINO DE VALDEPAJARES nº46, 9DCHA', {'entities': [(0, 6, 'TIPO_VIA'), (7, 22, 'NOMBRE_VIA'), (23, 28, 'NUMERO'), (29, 34, 'RESTO')]})
CALLE;DEL TRITON;nº5;3-CTRO;CALLE DEL TRITON nº5 3-CTRO;('CALLE DEL TRITON nº5 3-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 20, 'NUMERO'), (21, 27, 'RESTO')]})
CALLE;DE FRESNO DE LA VEGA;nr45;1-C;CALLE DE FRESNO DE LA VEGA nr45 1-C;('CALLE DE FRESNO DE LA VEGA nr45 1-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DE LA SANTANDERINA;nr20;4-IZDA;CALLE DE LA SANTANDERINA nr20 4-IZDA;('CALLE DE LA SANTANDERINA nr20 4-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 36, 'RESTO')]})
CALLE;DE BERCIANOS DEL REAL CAMINO;nr42,;9ºC;CALLE DE BERCIANOS DEL REAL CAMINO nr42, 9ºC;('CALLE DE BERCIANOS DEL REAL CAMINO nr42, 9ºC', {'entities': [(0, 5, 'TIPO_VIA'), (6, 34, 'NOMBRE_VIA'), (35, 40, 'NUMERO'), (41, 44, 'RESTO')]})
CALLE;DE MONTANA;nr50;4 C;CALLE DE MONTANA nr50 4 C;('CALLE DE MONTANA nr50 4 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DEL SAUCO;n*31;3D;CALLE DEL SAUCO n*31 3D;('CALLE DEL SAUCO n*31 3D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 20, 'NUMERO'), (21, 23, 'RESTO')]})
CALLE;DEL CINE;nº30,;8*D;CALLE DEL CINE nº30, 8*D;('CALLE DEL CINE nº30, 8*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 20, 'NUMERO'), (21, 24, 'RESTO')]})
CALLE;DE LA HUERTA DEL BAYO;n46;8ºB;CALLE DE LA HUERTA DEL BAYO n46 8ºB;('CALLE DE LA HUERTA DEL BAYO n46 8ºB', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DE SAN IGNACIO DE LOYOLA;nº23;5ºIZDA;CALLE DE SAN IGNACIO DE LOYOLA nº23 5ºIZDA;('CALLE DE SAN IGNACIO DE LOYOLA nº23 5ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 42, 'RESTO')]})
CALLE;DE BRUNETE;n*12;5-A;CALLE DE BRUNETE n*12 5-A;('CALLE DE BRUNETE n*12 5-A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DEL GRANADO;nr14,;10ºDCHA;CALLE DEL GRANADO nr14, 10ºDCHA;('CALLE DEL GRANADO nr14, 10ºDCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 23, 'NUMERO'), (24, 31, 'RESTO')]})
CALLE;DE HERNAN CORTES;nr47;3ºC;CALLE DE HERNAN CORTES nr47 3ºC;('CALLE DE HERNAN CORTES nr47 3ºC', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 31, 'RESTO')]})
AVENIDA;DE LA REINA VICTORIA;n*4,;8*A;AVENIDA DE LA REINA VICTORIA n*4, 8*A;('AVENIDA DE LA REINA VICTORIA n*4, 8*A', {'entities': [(0, 7, 'TIPO_VIA'), (8, 28, 'NOMBRE_VIA'), (29, 33, 'NUMERO'), (34, 37, 'RESTO')]})
CALLE;DE VILLALCAMPO;n11;1*D;CALLE DE VILLALCAMPO n11 1*D;('CALLE DE VILLALCAMPO n11 1*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE ZURITA;3;8-CTRO;CALLE DE ZURITA 3 8-CTRO;('CALLE DE ZURITA 3 8-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 17, 'NUMERO'), (18, 24, 'RESTO')]})
CAMINO;DEL BARRANCO DE LA REINA;32;8C;CAMINO DEL BARRANCO DE LA REINA 32 8C;('CAMINO DEL BARRANCO DE LA REINA 32 8C', {'entities': [(0, 6, 'TIPO_VIA'), (7, 31, 'NOMBRE_VIA'), (32, 34, 'NUMERO'), (35, 37, 'RESTO')]})
CALLE;DE LOS MILANESES;n*19,;5 IZDA;CALLE DE LOS MILANESES n*19, 5 IZDA;('CALLE DE LOS MILANESES n*19, 5 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 28, 'NUMERO'), (29, 35, 'RESTO')]})
CALLE;DE JOSE PEREZ;nr43;3-DCHA;CALLE DE JOSE PEREZ nr43 3-DCHA;('CALLE DE JOSE PEREZ nr43 3-DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 31, 'RESTO')]})
CALLE;DE JUAN DE VERA;n*1;2*A;CALLE DE JUAN DE VERA n*1 2*A;('CALLE DE JUAN DE VERA n*1 2*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DE VENTURADA;n*7;5 IZDA;CALLE DE VENTURADA n*7 5 IZDA;('CALLE DE VENTURADA n*7 5 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 22, 'NUMERO'), (23, 29, 'RESTO')]})
CALLE;DEL ALFEREZ JUAN USERA;n*37;5D;CALLE DEL ALFEREZ JUAN USERA n*37 5D;('CALLE DEL ALFEREZ JUAN USERA n*37 5D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 28, 'NOMBRE_VIA'), (29, 33, 'NUMERO'), (34, 36, 'RESTO')]})
PLAZA;DE CUACOS DE YUSTE;nº9;1-CTRO;PLAZA DE CUACOS DE YUSTE nº9 1-CTRO;('PLAZA DE CUACOS DE YUSTE nº9 1-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 35, 'RESTO')]})
CALLE;DE DOLORES COCA;21;4ºIZDA;CALLE DE DOLORES COCA 21 4ºIZDA;('CALLE DE DOLORES COCA 21 4ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 24, 'NUMERO'), (25, 31, 'RESTO')]})
CALLE;DE SAN ANTOLIN;nr39;10-CTRO;CALLE DE SAN ANTOLIN nr39 10-CTRO;('CALLE DE SAN ANTOLIN nr39 10-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 33, 'RESTO')]})
AEROPUERTO;DE ADOLFO SUAREZ MADRID BARAJAS;n23,;2 CTRO;AEROPUERTO DE ADOLFO SUAREZ MADRID BARAJAS n23, 2 CTRO;('AEROPUERTO DE ADOLFO SUAREZ MADRID BARAJAS n23, 2 CTRO', {'entities': [(0, 10, 'TIPO_VIA'), (11, 42, 'NOMBRE_VIA'), (43, 47, 'NUMERO'), (48, 54, 'RESTO')]})
PASAJE;DE MATHEU;nr18,;9B;PASAJE DE MATHEU nr18, 9B;('PASAJE DE MATHEU nr18, 9B', {'entities': [(0, 6, 'TIPO_VIA'), (7, 16, 'NOMBRE_VIA'), (17, 22, 'NUMERO'), (23, 25, 'RESTO')]})
CALLE;DE NORUEGA;34;4 B;CALLE DE NORUEGA 34 4 B;('CALLE DE NORUEGA 34 4 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 19, 'NUMERO'), (20, 23, 'RESTO')]})
CALLE;DE SANTA ESCOLASTICA;nº17;4 C;CALLE DE SANTA ESCOLASTICA nº17 4 C;('CALLE DE SANTA ESCOLASTICA nº17 4 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DEL CARBURO;nr28;4*DCHA;CALLE DEL CARBURO nr28 4*DCHA;('CALLE DEL CARBURO nr28 4*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 29, 'RESTO')]})
CALLE;DEL PINZON;n40;9 A;CALLE DEL PINZON n40 9 A;('CALLE DEL PINZON n40 9 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 20, 'NUMERO'), (21, 24, 'RESTO')]})
CALLE;DEL MARQUES DE LEIS;50;6 A;CALLE DEL MARQUES DE LEIS 50 6 A;('CALLE DEL MARQUES DE LEIS 50 6 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE FRANCISCO GUZMAN;nr33;6ºD;CALLE DE FRANCISCO GUZMAN nr33 6ºD;('CALLE DE FRANCISCO GUZMAN nr33 6ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 30, 'NUMERO'), (31, 34, 'RESTO')]})
CALLE;DE ROGELIO MUÑOZ;nº16;2ºDCHA;CALLE DE ROGELIO MUÑOZ nº16 2ºDCHA;('CALLE DE ROGELIO MUÑOZ nº16 2ºDCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 34, 'RESTO')]})
CAMINO;DE SAN JORGE;nr36;7-D;CAMINO DE SAN JORGE nr36 7-D;('CAMINO DE SAN JORGE nr36 7-D', {'entities': [(0, 6, 'TIPO_VIA'), (7, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE LAGASCA;nº31;7*DCHA;CALLE DE LAGASCA nº31 7*DCHA;('CALLE DE LAGASCA nº31 7*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DEL PLATANO;n11;9ºB;CALLE DEL PLATANO n11 9ºB;('CALLE DEL PLATANO n11 9ºB', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DE VALLE INCLAN;6;6*A;CALLE DE VALLE INCLAN 6 6*A;('CALLE DE VALLE INCLAN 6 6*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 23, 'NUMERO'), (24, 27, 'RESTO')]})
CALLE;DE BUSTOS;n*4;5-B;CALLE DE BUSTOS n*4 5-B;('CALLE DE BUSTOS n*4 5-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 19, 'NUMERO'), (20, 23, 'RESTO')]})
CALLE;DE JUAN DE AUSTRIA;41;4*DCHA;CALLE DE JUAN DE AUSTRIA 41 4*DCHA;('CALLE DE JUAN DE AUSTRIA 41 4*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 27, 'NUMERO'), (28, 34, 'RESTO')]})
AVENIDA;DEL LEVANTE;nr48,;1-C;AVENIDA DEL LEVANTE nr48, 1-C;('AVENIDA DEL LEVANTE nr48, 1-C', {'entities': [(0, 7, 'TIPO_VIA'), (8, 19, 'NOMBRE_VIA'), (20, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DE JOVELLANOS;35;1-A;CALLE DE JOVELLANOS 35 1-A;('CALLE DE JOVELLANOS 35 1-A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 22, 'NUMERO'), (23, 26, 'RESTO')]})
